Date,Source,Headline,Sentiment,Sentiment Score,Label,Link
2024-09-04,Bitdegree,"SoFi Offers Educational Materials for Crypto Investments, Portfolio Diversification",Negative,0.3424,5 stars,https://www.bitdegree.org/crypto/news/sofi-offers-educational-materials-for-crypto-investments-portfolio-diversification
2024-09-04,Bitdegree,"Polygon Upgrades MATIC to POL, Unlocking Enhanced Token Functionality",Negative,0.3117,4 stars,https://www.bitdegree.org/crypto/news/polygon-upgrades-matic-to-pol-unlocking-enhanced-token-functionality
2024-09-04,Bitdegree,Scammers Hack Trump Family X Accounts to Push Malicious Crypto Links,Positive,0.7171,1 stars,https://www.bitdegree.org/crypto/news/scammers-hack-trump-family-x-accounts-to-push-malicious-crypto-links
2024-09-04,Bitdegree,Pro-Crypto Lawyer John Deaton to Face Elizabeth Warren in Senate Race,Negative,0.2312,3 stars,https://www.bitdegree.org/crypto/news/pro-crypto-lawyer-john-deaton-to-face-elizabeth-warren-in-senate-race
2024-09-04,Bitdegree,"BTCC Exchange Surpasses 600K Copy Traders, Launching Game-Changing Upgrades to the Feature",Negative,0.4354,5 stars,https://www.bitdegree.org/crypto/news/btcc-exchange-surpasses-600k-copy-traders-launching-game-changing-upgrades-to-the-feature
2024-09-04,Bitdegree,Solana Users Beware: Scammers Found Way to Burn Tokens Right After Purchase,Negative,0.4534,1 stars,https://www.bitdegree.org/crypto/news/solana-users-beware-scammers-found-way-to-burn-tokens-right-after-purchase
2024-09-03,Bitdegree,Shocking Video of Imprisoned Binance Exec Sparks Demand for Release,Negative,0.4601,1 stars,https://www.bitdegree.org/crypto/news/shocking-video-of-imprisoned-binance-exec-sparks-demand-for-release
2024-09-03,Bitdegree,Qatar Financial Centre Launches New Digital Asset Regulations,Negative,0.3406,4 stars,https://www.bitdegree.org/crypto/news/qatar-financial-centre-launches-new-digital-asset-regulations
2024-09-03,Bitdegree,Brazil's X Ban Drives 1 Million Users to Bluesky,Negative,0.4918,1 stars,https://www.bitdegree.org/crypto/news/brazils-x-ban-drives-1-million-users-to-bluesky
2024-09-03,Bitdegree,Latest BitDegree Mission: Explore Bitunix with Opportunity to Win Prizes,Negative,0.3634,5 stars,https://www.bitdegree.org/crypto/news/latest-bitdegree-mission-explore-bitunix-with-opportunity-to-win-prizes
2024-09-02,Bitdegree,Vitalik Buterin Shuts Down Rumors of Profiting from Ether Sales,Negative,0.3981,1 stars,https://www.bitdegree.org/crypto/news/vitalik-buterin-shuts-down-rumors-of-profiting-from-ether-sales
2024-09-02,Bitdegree,Cardano's Decentralized Governance Begins with Successful Chang Hard Fork,Negative,0.4503,4 stars,https://www.bitdegree.org/crypto/news/cardanos-decentralized-governance-begins-with-successful-chang-hard-fork
2024-09-02,Bitdegree,Brazil Shuts Down X After Elon Musk Defies Court Orders,Positive,0.5469,1 stars,https://www.bitdegree.org/crypto/news/brazil-shuts-down-x-after-elon-musk-defies-court-orders
2024-08-30,Bitdegree,Crypto Scammer's $16K Makeover Fails to Prevent Arrest in South Korea,Positive,0.8548,1 stars,https://www.bitdegree.org/crypto/news/crypto-scammers-16k-makeover-fails-to-prevent-arrest-in-south-korea
2024-08-30,Bitdegree,Apple and Nvidia Might Join OpenAI's Billion-Dollar Funding Round,Negative,0.2285,4 stars,https://www.bitdegree.org/crypto/news/apple-and-nvidia-might-join-openais-billion-dollar-funding-round
2024-08-30,Bitdegree,"El Salvador's Bitcoin Adoption Falls Short, President Bukele Admits",Negative,0.3063,1 stars,https://www.bitdegree.org/crypto/news/el-salvadors-bitcoin-adoption-falls-short-president-bukele-admits
2024-08-30,Bitdegree,Emmanuel Macron Denies Any Involvement in Pavel Durov's Visit to France,Negative,0.3876,1 stars,https://www.bitdegree.org/crypto/news/emmanuel-macron-denies-any-involvement-in-pavel-durovs-visit-to-france
2024-08-30,Bitdegree,Elon Musk and Tesla Triumph in Dogecoin Manipulation Case,Positive,0.5827,1 stars,https://www.bitdegree.org/crypto/news/elon-musk-and-tesla-triumph-in-dogecoin-manipulation-case
2024-08-29,Bitdegree,NFL Players Union Takes DraftKings to Court Over Failed NFT Deal,Negative,0.4861,1 stars,https://www.bitdegree.org/crypto/news/nfl-players-union-takes-draftkings-to-court-over-failed-nft-deal
2024-08-29,Bitdegree,"Viral DOGS Memecoin Causes TON Network Outages, Now Back to Normal",Negative,0.3662,1 stars,https://www.bitdegree.org/crypto/news/viral-dogs-memecoin-causes-ton-network-outages-now-back-to-normal
2024-08-29,Bitdegree,Kylian Mbappé X Account Hack Triggers $1M Crypto Loss for Investor,Positive,0.7339,1 stars,https://www.bitdegree.org/crypto/news/kylian-mbappe-x-account-hack-triggers-1m-crypto-loss-for-investor
2024-08-29,Bitdegree,Bitunix: Balancing Security and Flexibility in Crypto Derivatives Trading,Negative,0.394,4 stars,https://www.bitdegree.org/crypto/news/bitunix-balancing-security-and-flexibility-in-crypto-derivatives-trading
2024-08-29,Bitdegree,"Pavel Durov Out on Bail, Banned from Leaving France Over Criminal Charges",Negative,0.2795,2 stars,https://www.bitdegree.org/crypto/news/pavel-durov-out-on-bail-banned-from-leaving-france-over-criminal-charges
2024-08-28,Bitdegree,Trump Launches Fourth Collection of NFT Trading Cards,Negative,0.4516,5 stars,https://www.bitdegree.org/crypto/news/trump-launches-fourth-collection-of-nft-trading-cards
2024-08-28,Bitdegree,"Sky, Formerly Maker, Faces Backlash Over Freeze Feature in Rebranded Stablecoin",Negative,0.3076,3 stars,https://www.bitdegree.org/crypto/news/sky-formerly-maker-faces-backlash-over-freeze-feature-in-rebranded-stablecoin
2024-08-28,Bitdegree,TON Community Calls on France to Release Telegram's Pavel Durov,Negative,0.2346,1 stars,https://www.bitdegree.org/crypto/news/ton-community-calls-on-france-to-release-telegrams-pavel-durov
2024-08-28,Bitdegree,BitDegree New Mission: Master Mintlayer for a Chance to Win USDT,Negative,0.3709,4 stars,https://www.bitdegree.org/crypto/news/bitdegree-new-mission-master-mintlayer-for-a-chance-to-win-usdt
2024-08-26,Bitdegree,Unlocking Financial Wisdom with Mogaland: Where Gaming Meets Real-World Skills,Positive,0.5708,4 stars,https://www.bitdegree.org/crypto/news/unlocking-financial-wisdom-with-mogaland-where-gaming-meets-real-world-skills
2024-08-23,Bitdegree,Sony Group Introduces Soneium Blockchain,Negative,0.2903,4 stars,https://www.bitdegree.org/crypto/news/sony-group-introduces-soneium-blockchain
2024-08-23,Bitdegree,Ex-Binance CEO Changpeng Zhao Relocated to LA Facility Before Expected Release,Negative,0.3388,1 stars,https://www.bitdegree.org/crypto/news/ex-binance-ceo-changpeng-zhao-relocated-to-la-facility-before-expected-release
2024-08-23,Bitdegree,Former FTX Exec's Partner Charged with Illegal Campaign Funding,Positive,0.5429,1 stars,https://www.bitdegree.org/crypto/news/former-ftx-execs-partner-charged-with-illegal-campaign-funding
2024-08-22,Bitdegree,Government Employees in El Salvador to Receive Bitcoin Training,Negative,0.2629,4 stars,https://www.bitdegree.org/crypto/news/government-employees-in-el-salvador-to-receive-bitcoin-training
2024-08-22,Bitdegree,Tron's New Memecoin Launchpad Sun Pump Outpaces Pump.fun,Negative,0.4726,4 stars,https://www.bitdegree.org/crypto/news/trons-new-memecoin-launchpad-sun-pump-outpaces-pump-fun
2024-08-22,Bitdegree,"McDonald's Instagram Hacked to Promote Fake Memecoin, $700K Stolen",Positive,0.7091,1 stars,https://www.bitdegree.org/crypto/news/mcdonalds-instagram-hacked-to-promote-fake-memecoin-700k-stolen
2024-08-22,Bitdegree,Will RFK Jr. Drop Out? Odds Surge as August 23 Speech Nears,Negative,0.3447,2 stars,https://www.bitdegree.org/crypto/news/will-rfk-jr-drop-out-odds-surge-as-august-23-speech-nears
2024-08-21,Bitdegree,Binance and CZ Accused of Aiding Money Laundering in Class-Action Lawsuit,Negative,0.3233,1 stars,https://www.bitdegree.org/crypto/news/binance-and-cz-accused-of-aiding-money-laundering-in-class-action-lawsuit
2024-08-21,Bitdegree,German Authorities Shut Down Unlicensed Crypto ATMs Nationwide,Positive,0.6272,1 stars,https://www.bitdegree.org/crypto/news/german-authorities-shut-down-unlicensed-crypto-atms-nationwide
2024-08-26,Bitdegree,"Mintlayer: Developing an Interoperable, Bitcoin-Enhancing Sidechain",Negative,0.3642,4 stars,https://www.bitdegree.org/crypto/news/mintlayer-developing-an-interoperable-bitcoin-enhancing-sidechain
2024-08-21,Bitdegree,Donald Trump Hints at Cabinet Role for Elon Musk if Elected,Negative,0.2875,3 stars,https://www.bitdegree.org/crypto/news/donald-trump-hints-at-cabinet-role-for-elon-musk-if-elected
2024-08-21,Bitdegree,VanEck Analyst Points to 2018 Fraud Case as Hope for Solana ETF,Negative,0.3404,1 stars,https://www.bitdegree.org/crypto/news/vaneck-analyst-points-to-2018-fraud-case-as-hope-for-solana-etf
2024-08-20,Bitdegree,Top Dem Donor Ron Conway Cuts Ties with Crypto PACs Over Unapproved $12M Pledge,Negative,0.2893,1 stars,https://www.bitdegree.org/crypto/news/top-dem-donor-ron-conway-cuts-ties-with-crypto-pacs-over-unapproved-12m-pledge
2024-09-07,Brave New Coin,Memecoins Are Booming in Yield Opportunities — Analysts Key Insights Point To…,Negative,0.2838,2 stars,https://bravenewcoin.com/insights/memecoins-are-booming-in-yield-opportunities-analysts-key-insights-point-to
2024-09-07,Brave New Coin,"Dogecoin Forms ‘Second Low,’ Potentially Paving the Way for a 4,000% Surge Beyond $4 – Here Is Possible Timeline, Analysts Predict",Negative,0.3326,2 stars,https://bravenewcoin.com/insights/dogecoin-forms-second-low-potentially-paving-the-way-for-a-4000-surge-beyond-4-here-is-possible-timeline-analysts-predict
2024-09-07,Brave New Coin,September’s Market Dip Is Ending – Traders Seeking 1000% ROI Turn to Solana Memecoins Over Dogecoin and Tron,Negative,0.3517,4 stars,https://bravenewcoin.com/insights/septembers-market-dip-is-ending-traders-seeking-1000-roi-turn-to-solana-memecoins-over-dogecoin-and-tron
2024-09-07,Brave New Coin,"Analyst Predicts Timeline for Ambitious XRP $10,000 Target, Says These 2 Altcoins Set to Reach This Mark Faster",Negative,0.2666,4 stars,https://bravenewcoin.com/insights/analyst-predicts-timeline-for-ambitious-xrp-10000-target-says-these-2-altcoins-set-to-reach-this-mark-faster
2024-09-07,Brave New Coin,"Stock Market Bloodbath Moves on Crypto – $1 Billion Wiped From Stock Market, Here’s Impact on SOL, XRP and ADA",Negative,0.2657,4 stars,https://bravenewcoin.com/insights/stock-market-bloodbath-moves-on-crypto-1-billion-wiped-from-stock-market-heres-impact-on-sol-xrp-and-ada
2024-09-07,Brave New Coin,"Bitcoin and Ethereum ETFs See Huge $74 Million Losses, CYBRO Is Nearing $2M Presale Milestone",Negative,0.2417,2 stars,https://bravenewcoin.com/insights/bitcoin-and-ethereum-etfs-see-huge-74-million-losses-cybro-is-nearing-2m-presale-milestone
2024-09-07,Brave New Coin,7 New Crypto Coins That Are Ready for High Returns: 100x Growth Potential in 6 Months!,Negative,0.3999,4 stars,https://bravenewcoin.com/insights/7-new-crypto-coins-that-are-ready-for-high-returns-100x-growth-potential-in-6-months
2024-09-07,Brave New Coin,7 Most Popular Cryptocurrency to Have in Your Portfolio: Crypto Gems with 1000x Potential!,Negative,0.3124,4 stars,https://bravenewcoin.com/insights/7-most-popular-cryptocurrency-to-have-in-your-portfolio-crypto-gems-with-1000x-potential
2024-09-07,Brave New Coin,"Bitcoin Is Strong, But Memecoins Dominate September With 1000% Gains – Traders Reveal Their Picks",Negative,0.402,4 stars,https://bravenewcoin.com/insights/bitcoin-is-strong-but-memecoins-dominate-september-with-1000-gains-traders-reveal-their-picks
2024-09-07,Brave New Coin,Trader Who Made $100M on Bitcoin in His 20s Reveals 5 Altcoins to Build a $50M Portfolio – Memecoins Lead His Picks,Negative,0.3875,4 stars,https://bravenewcoin.com/insights/trader-who-made-100m-on-bitcoin-in-his-20s-reveals-5-altcoins-to-build-a-50m-portfolio-memecoins-lead-his-picks
2024-09-07,Coincodecap,3 Best Blood Pressure Monitor for Home from Amazon,Negative,0.4294,4 stars,https://coincodecap.com/blood-pressure-monitor?utm_source=rss&utm_medium=rss&utm_campaign=blood-pressure-monitor
2024-09-07,Coincodecap,Create and sell your first NFT using Rarible,Negative,0.2762,4 stars,https://coincodecap.com/create-nft?utm_source=rss&utm_medium=rss&utm_campaign=create-nft
2024-09-07,Coincodecap,Top 5 Crypto Futures Trading Apps,Negative,0.4616,4 stars,https://coincodecap.com/top-crypto-futures-trading-apps?utm_source=rss&utm_medium=rss&utm_campaign=top-crypto-futures-trading-apps
2024-09-07,Coincodecap,6 Top Copy Trading Platforms [Important Read],Negative,0.4175,5 stars,https://coincodecap.com/copy-trading-platforms?utm_source=rss&utm_medium=rss&utm_campaign=copy-trading-platforms
2024-09-07,Coincodecap,Huobi Leverage Trading | A Complete Guide,Negative,0.287,4 stars,https://coincodecap.com/huobi-margin-trading?utm_source=rss&utm_medium=rss&utm_campaign=huobi-margin-trading
2024-09-07,Coincodecap,Top 10 Development Service Providers | GET YOURS MADE NOW!,Negative,0.3503,4 stars,https://coincodecap.com/top-development-service-providers?utm_source=rss&utm_medium=rss&utm_campaign=top-development-service-providers
2024-09-07,Coincodecap,Best Patent Monitoring Services | CHECK YOURS NOW!,Negative,0.449,4 stars,https://coincodecap.com/best-patent-monitoring-services?utm_source=rss&utm_medium=rss&utm_campaign=best-patent-monitoring-services
